lemma	form	tags	attested_count	pron_exact	ortho_exact	onomastic	case_evidence
lewis'	lewis's	N;PL/V;PRS;3;SG	5	yes	yes	no	no-census
reflection	reflections	N;PL/V;PRS;3;SG	30	yes	yes	no	common (2/588 medial-cap, 2 initial)
aid	aided	V;PST/V;V.PTCP;PST	39	yes	yes	no	common (43/755 medial-cap, 7 initial)
frie	fries	N;PL/V;PRS;3;SG	7	yes	yes	no	no-census
crumb	crumbs	N;PL/V;PRS;3;SG	11	yes	yes	no	proper (258/278 medial-cap, 14 initial)
lessen	lessening	V;V.PTCP;PRS	24	yes	yes	no	common (4/91 medial-cap, 0 initial)
select	selects	N;PL/V;PRS;3;SG	15	yes	yes	no	common (8/148 medial-cap, 1 initial)
transport	transported	V;PST/V;V.PTCP;PST	21	yes	yes	no	common (58/230 medial-cap, 5 initial)
unroll	unrolled	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (0/2 medial-cap, 0 initial)
budd	budding	V;V.PTCP;PRS	12	yes	yes	no	proper (6/6 medial-cap, 0 initial)
fann	fanning	V;V.PTCP;PRS	13	yes	yes	no	common (0/1 medial-cap, 0 initial)
mcdonald	mcdonalds	N;PL/V;PRS;3;SG	9	yes	yes	no	proper (6/6 medial-cap, 3 initial)
cruce	cruces	N;PL/V;PRS;3;SG	5	yes	yes	no	no-census
turk	turks	N;PL/V;PRS;3;SG	12	yes	yes	no	proper (67/67 medial-cap, 1 initial)
respect	respected	V;PST/V;V.PTCP;PST	33	yes	yes	no	common (9/1496 medial-cap, 14 initial)
act	acts	N;PL/V;PRS;3;SG	161	yes	yes	no	common (223/1757 medial-cap, 7 initial)
shadow	shadowing	V;V.PTCP;PRS	12	yes	yes	no	common (27/899 medial-cap, 3 initial)
deepen	deepening	V;V.PTCP;PRS	9	yes	yes	no	common (0/20 medial-cap, 0 initial)
gripp	gripping	V;V.PTCP;PRS	10	yes	yes	no	proper (1/1 medial-cap, 0 initial)
flutter	fluttered	V;PST/V;V.PTCP;PST	13	yes	yes	no	common (2/103 medial-cap, 0 initial)
iron	ironing	V;V.PTCP;PRS	7	yes	yes	no	common (45/1206 medial-cap, 6 initial)
flatten	flattened	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (0/7 medial-cap, 0 initial)
meaning	meanings	N;PL/V;PRS;3;SG	38	yes	yes	no	common (17/1196 medial-cap, 10 initial)
straw	straws	N;PL/V;PRS;3;SG	5	yes	yes	no	common (5/368 medial-cap, 1 initial)
evaluation	evaluations	N;PL/V;PRS;3;SG	5	yes	yes	no	common (0/49 medial-cap, 3 initial)
bewilder	bewildering	V;V.PTCP;PRS	12	yes	yes	no	common (0/6 medial-cap, 0 initial)
drama	dramas	N;PL/V;PRS;3;SG	8	yes	yes	no	common (8/158 medial-cap, 0 initial)
prevail	prevails	N;PL/V;PRS;3;SG	12	yes	yes	no	common (0/162 medial-cap, 0 initial)
enlighten	enlightened	V;PST/V;V.PTCP;PST	35	yes	yes	no	common (0/54 medial-cap, 0 initial)
lower	lowering	V;V.PTCP;PRS	71	yes	yes	no	common (126/1760 medial-cap, 36 initial)
heir	heirs	N;PL/V;PRS;3;SG	24	yes	yes	no	common (19/265 medial-cap, 5 initial)
shipment	shipments	N;PL/V;PRS;3;SG	242	yes	yes	no	common (3/193 medial-cap, 1 initial)
marketing	marketings	N;PL/V;PRS;3;SG	16	yes	yes	no	common (83/368 medial-cap, 4 initial)
donn	donned	V;PST/V;V.PTCP;PST	5	yes	yes	no	common (0/1 medial-cap, 0 initial)
ruin	ruins	N;PL/V;PRS;3;SG	36	yes	yes	no	common (5/629 medial-cap, 3 initial)
inducement	inducements	N;PL/V;PRS;3;SG	8	yes	yes	no	common (0/34 medial-cap, 0 initial)
impart	imparted	V;PST/V;V.PTCP;PST	13	yes	yes	no	common (1/87 medial-cap, 0 initial)
birth	births	N;PL/V;PRS;3;SG	14	yes	yes	no	common (17/520 medial-cap, 2 initial)
booking	bookings	N;PL/V;PRS;3;SG	7	yes	yes	no	common (0/26 medial-cap, 0 initial)
constrain	constrained	V;PST/V;V.PTCP;PST	19	yes	yes	no	common (0/15 medial-cap, 0 initial)
himalaya	himalayas	N;PL/V;PRS;3;SG	5	yes	yes	no	proper (2/2 medial-cap, 0 initial)
crack	cracks	N;PL/V;PRS;3;SG	18	yes	yes	no	common (0/164 medial-cap, 5 initial)
disorder	disorders	N;PL/V;PRS;3;SG	18	yes	yes	no	common (3/164 medial-cap, 1 initial)
harm	harmed	V;PST/V;V.PTCP;PST	8	yes	yes	no	common (2/744 medial-cap, 0 initial)
resurrect	resurrected	V;PST/V;V.PTCP;PST	6	yes	yes	no	proper (1/2 medial-cap, 0 initial)
cord	cords	N;PL/V;PRS;3;SG	38	yes	yes	no	common (4/128 medial-cap, 3 initial)
impair	impaired	V;PST/V;V.PTCP;PST	17	yes	yes	no	common (0/22 medial-cap, 0 initial)
recommend	recommended	V;PST/V;V.PTCP;PST	229	yes	yes	no	common (4/295 medial-cap, 1 initial)
bend	bended	V;PST/V;V.PTCP;PST	7	yes	yes	no	common (10/201 medial-cap, 3 initial)
complaint	complaints	N;PL/V;PRS;3;SG	52	yes	yes	no	common (9/284 medial-cap, 0 initial)
apprehension	apprehensions	N;PL/V;PRS;3;SG	16	yes	yes	no	common (0/225 medial-cap, 0 initial)
enchant	enchanted	V;PST/V;V.PTCP;PST	18	yes	yes	no	common (2/9 medial-cap, 0 initial)
awaken	awakened	V;PST/V;V.PTCP;PST	24	yes	yes	no	common (0/100 medial-cap, 1 initial)
drought	droughts	N;PL/V;PRS;3;SG	9	yes	yes	no	common (9/117 medial-cap, 8 initial)
redeem	redeemed	V;PST/V;V.PTCP;PST	83	yes	yes	no	common (7/121 medial-cap, 1 initial)
clapp	clapping	V;V.PTCP;PRS	22	yes	yes	no	proper (37/39 medial-cap, 2 initial)
protect	protects	N;PL/V;PRS;3;SG	23	yes	yes	no	common (2/296 medial-cap, 3 initial)
choice	choices	N;PL/V;PRS;3;SG	47	yes	yes	no	common (12/682 medial-cap, 2 initial)
carolina	carolinas	N;PL/V;PRS;3;SG	7	yes	yes	no	proper (54/54 medial-cap, 7 initial)
err	erred	V;PST/V;V.PTCP;PST	22	yes	yes	no	common (2/57 medial-cap, 1 initial)
simmon	simmons	N;PL/V;PRS;3;SG	20	yes	yes	no	no-census
discern	discerned	V;PST/V;V.PTCP;PST	21	yes	yes	no	common (1/121 medial-cap, 0 initial)
belong	belonged	V;PST/V;V.PTCP;PST	81	yes	yes	no	common (0/382 medial-cap, 0 initial)
afflict	afflicted	V;PST/V;V.PTCP;PST	78	yes	yes	no	common (0/49 medial-cap, 0 initial)
harmonie	harmonies	N;PL/V;PRS;3;SG	10	yes	yes	no	no-census
resign	resigned	V;PST/V;V.PTCP;PST	48	yes	yes	no	common (4/76 medial-cap, 0 initial)
sign	signed	V;PST/V;V.PTCP;PST	361	yes	yes	no	common (18/1225 medial-cap, 7 initial)
inscription	inscriptions	N;PL/V;PRS;3;SG	6	yes	yes	no	common (1/144 medial-cap, 0 initial)
fulfill	fulfilling	V;V.PTCP;PRS	19	yes	yes	no	common (1/56 medial-cap, 0 initial)
selection	selections	N;PL/V;PRS;3;SG	15	yes	yes	no	common (0/85 medial-cap, 1 initial)
inform	informed	V;PST/V;V.PTCP;PST	157	yes	yes	no	common (5/345 medial-cap, 5 initial)
kidd	kidding	V;V.PTCP;PRS	28	yes	yes	no	proper (24/24 medial-cap, 3 initial)
comfort	comforts	N;PL/V;PRS;3;SG	30	yes	yes	no	common (6/1234 medial-cap, 6 initial)
flyer	flyers	N;PL/V;PRS;3;SG	5	yes	yes	no	common (2/7 medial-cap, 1 initial)
expound	expounded	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (0/21 medial-cap, 2 initial)
exceed	exceeding	V;V.PTCP;PRS	114	yes	yes	no	common (3/167 medial-cap, 0 initial)
placement	placements	N;PL/V;PRS;3;SG	16	yes	yes	no	common (2/41 medial-cap, 2 initial)
thunder	thundered	V;PST/V;V.PTCP;PST	11	yes	yes	no	common (23/318 medial-cap, 18 initial)
shipp	shipping	V;V.PTCP;PRS	263	yes	yes	no	common (0/1 medial-cap, 0 initial)
engraving	engravings	N;PL/V;PRS;3;SG	13	yes	yes	no	common (0/23 medial-cap, 0 initial)
yarn	yarns	N;PL/V;PRS;3;SG	13	yes	yes	no	common (0/52 medial-cap, 0 initial)
import	importing	V;V.PTCP;PRS	45	yes	yes	no	common (47/472 medial-cap, 6 initial)
reading	readings	N;PL/V;PRS;3;SG	21	yes	yes	no	common (23/1246 medial-cap, 13 initial)
concern	concerns	N;PL/V;PRS;3;SG	152	yes	yes	no	common (13/647 medial-cap, 12 initial)
puff	puffing	V;V.PTCP;PRS	10	yes	yes	no	common (6/68 medial-cap, 3 initial)
bunche	bunches	N;PL/V;PRS;3;SG	9	yes	yes	no	no-census
anger	angered	V;PST/V;V.PTCP;PST	16	yes	yes	no	common (12/1042 medial-cap, 9 initial)
ground	grounds	N;PL/V;PRS;3;SG	164	yes	yes	no	common (18/2779 medial-cap, 2 initial)
profit	profited	V;PST/V;V.PTCP;PST	12	yes	yes	no	common (137/3242 medial-cap, 11 initial)
infest	infested	V;PST/V;V.PTCP;PST	6	yes	yes	no	common (0/2 medial-cap, 0 initial)
imprison	imprisoned	V;PST/V;V.PTCP;PST	15	yes	yes	no	common (0/7 medial-cap, 0 initial)
maneuver	maneuvers	N;PL/V;PRS;3;SG	10	yes	yes	no	common (0/10 medial-cap, 0 initial)
lack	lacked	V;PST/V;V.PTCP;PST	42	yes	yes	no	common (3/367 medial-cap, 2 initial)
temperature	temperatures	N;PL/V;PRS;3;SG	67	yes	yes	no	common (1/171 medial-cap, 4 initial)
belong	belonging	V;V.PTCP;PRS	61	yes	yes	no	common (0/382 medial-cap, 0 initial)
allow	allowed	V;PST/V;V.PTCP;PST	350	yes	yes	no	common (25/1498 medial-cap, 88 initial)
infect	infected	V;PST/V;V.PTCP;PST	14	yes	yes	no	common (0/9 medial-cap, 0 initial)
discover	discovering	V;V.PTCP;PRS	23	yes	yes	no	common (0/406 medial-cap, 1 initial)
canadian	canadians	N;PL/V;PRS;3;SG	12	yes	yes	no	proper (612/616 medial-cap, 72 initial)
sniff	sniffed	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (0/22 medial-cap, 0 initial)
explain	explains	N;PL/V;PRS;3;SG	35	yes	yes	no	common (13/904 medial-cap, 19 initial)
interest	interests	N;PL/V;PRS;3;SG	408	yes	yes	no	common (133/3860 medial-cap, 32 initial)
stiffen	stiffened	V;PST/V;V.PTCP;PST	10	yes	yes	no	common (0/8 medial-cap, 0 initial)
